study_id,author_year,title,study_design,ending_year,world_region,world_subregion,country,city_state,focus,overall_cytology,pap_method,recruitment_setting,hpv_types_reported,hpv_test,num_older_wom,num_hpv_pos,num_hr_hpv_pos,hpv_type,num_type,type_prev,notes
68OHG,"Mudderis et al., 2019",HPV genotype distribution among women with normal and abnormal cervical cytology in Turkey,retrospective,2015,Asia,Western Asia,Turkiye,NA,Both ,Predominantly normal ,LBC,clinical setting ,"overall, HR-HPV, 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59",LA,73,13,9,16,2.4,0.032876712,Based on Table 1 
68OHG,"Mudderis et al., 2019",HPV genotype distribution among women with normal and abnormal cervical cytology in Turkey,retrospective,2015,Asia,Western Asia,Turkiye,NA,Both ,Predominantly normal ,LBC,clinical setting ,"overall, HR-HPV, 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59",LA,73,13,9,18,1.02,0.013972603,Based on Table 1 
68OHG,"Mudderis et al., 2019",HPV genotype distribution among women with normal and abnormal cervical cytology in Turkey,retrospective,2015,Asia,Western Asia,Turkiye,NA,Both ,Predominantly normal ,LBC,clinical setting ,"overall, HR-HPV, 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59",LA,73,13,9,31,0.584,0.008,Based on Table 1 
68OHG,"Mudderis et al., 2019",HPV genotype distribution among women with normal and abnormal cervical cytology in Turkey,retrospective,2015,Asia,Western Asia,Turkiye,NA,Both ,Predominantly normal ,LBC,clinical setting ,"overall, HR-HPV, 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59",LA,73,13,9,33,0.876,0.012,Based on Table 1 
68OHG,"Mudderis et al., 2019",HPV genotype distribution among women with normal and abnormal cervical cytology in Turkey,retrospective,2015,Asia,Western Asia,Turkiye,NA,Both ,Predominantly normal ,LBC,clinical setting ,"overall, HR-HPV, 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59",LA,73,13,9,35,0.657,0.009,Based on Table 1 
68OHG,"Mudderis et al., 2019",HPV genotype distribution among women with normal and abnormal cervical cytology in Turkey,retrospective,2015,Asia,Western Asia,Turkiye,NA,Both ,Predominantly normal ,LBC,clinical setting ,"overall, HR-HPV, 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59",LA,73,13,9,39,0.511,0.007,Based on Table 1 
68OHG,"Mudderis et al., 2019",HPV genotype distribution among women with normal and abnormal cervical cytology in Turkey,retrospective,2015,Asia,Western Asia,Turkiye,NA,Both ,Predominantly normal ,LBC,clinical setting ,"overall, HR-HPV, 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59",LA,73,13,9,45,0.876,0.012,Based on Table 1 
68OHG,"Mudderis et al., 2019",HPV genotype distribution among women with normal and abnormal cervical cytology in Turkey,retrospective,2015,Asia,Western Asia,Turkiye,NA,Both ,Predominantly normal ,LBC,clinical setting ,"overall, HR-HPV, 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59",LA,73,13,9,51,0.584,0.008,Based on Table 1 
68OHG,"Mudderis et al., 2019",HPV genotype distribution among women with normal and abnormal cervical cytology in Turkey,retrospective,2015,Asia,Western Asia,Turkiye,NA,Both ,Predominantly normal ,LBC,clinical setting ,"overall, HR-HPV, 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59",LA,73,13,9,52,0.584,0.008,Based on Table 1 
68OHG,"Mudderis et al., 2019",HPV genotype distribution among women with normal and abnormal cervical cytology in Turkey,retrospective,2015,Asia,Western Asia,Turkiye,NA,Both ,Predominantly normal ,LBC,clinical setting ,"overall, HR-HPV, 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59",LA,73,13,9,56,0.146,0.002,Based on Table 1 
68OHG,"Mudderis et al., 2019",HPV genotype distribution among women with normal and abnormal cervical cytology in Turkey,retrospective,2015,Asia,Western Asia,Turkiye,NA,Both ,Predominantly normal ,LBC,clinical setting ,"overall, HR-HPV, 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59",LA,73,13,9,58,0.584,0.008,Based on Table 1 
68OHG,"Mudderis et al., 2019",HPV genotype distribution among women with normal and abnormal cervical cytology in Turkey,retrospective,2015,Asia,Western Asia,Turkiye,NA,Both ,Predominantly normal ,LBC,clinical setting ,"overall, HR-HPV, 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59",LA,73,13,9,59,0.073,0.001,Based on Table 1 
63HGP,"Ucakar et al., 2012","Pre-vaccination prevalence and distribution of high-risk human papillomavirus
(HPV) types in Slovenian women: A cervical cancer screening based study",cross-sectional ,2010,Europe ,Southern Europe,Slovenia,NA,Both,Predominantly normal ,LBC,screening,"HR-HPV, 16, 18",LA,NA,NA,NA,16,NA,0.00313,"% prevalence of type 16, 18 by age group reported in Figure 1,  however the N for each age group was not provided. Plot digitizer used"
63HGP,"Ucakar et al., 2012","Pre-vaccination prevalence and distribution of high-risk human papillomavirus
(HPV) types in Slovenian women: A cervical cancer screening based study",cross-sectional ,2010,Europe ,Southern Europe,Slovenia,NA,Both,Predominantly normal ,LBC,screening,"HR-HPV, 16, 18",LA,NA,NA,NA,18,NA,0.00207,"% prevalence of type 16, 18 by age group reported in Figure 1,  however the N for each age group was not provided. Plot digitizer used"
78OG,"Vu et al., 2013",Prevalence of cervical infection with HPV type 16 and 18 in Vietnam: implications for vaccine campaign,cross-sectional ,2011,Asia,Southeastern asia,Vietnam,NA,Both,Predominantly normal ,conventional,general population,"overall, 16/18",other PCR,957,NA,82,16/18,56.463,0.059,"Table 1 for N of age groups, Figure 3 for for overall and type 16/18 prevalence by age group"
65HG,"Wright et al., 2012","The ATHENA human papillomavirus study: design, methods, and baseline results",cross-sectional ,2009,Americas,North America,USA,NA,Both,Predominantly normal ,LBC,screening,"HR-HPV, 16, 18",cobas,10581,NA,639,16,83,0.007844249,"TABLE 3
HPV prevalence by age group identified using the cobas HPV Test"
65HG,"Wright et al., 2012","The ATHENA human papillomavirus study: design, methods, and baseline results",cross-sectional ,2009,Americas,North America,USA,NA,Both,Predominantly normal ,LBC,screening,"HR-HPV, 16, 18",cobas,10581,NA,639,18,44,0.004158397,"TABLE 3
HPV prevalence by age group identified using the cobas HPV Test"
83OHG,"Yip et al., 2010",Prevalence and Genotype Distribution of Cervical Human Papillomavirus Infection in Macao,cross-sectional ,2008,Asia ,Eastern Asia,China ,Macao,Both ,Predominantly normal ,LBC,screening,"overall, HR-HPV, 16, 18",PGMY09/11,400,51,41,16,9.854,0.024635,"Figure 1 for overall and HR-HPV+, 16, 18 type by age group extracted with plotdigitizer"
83OHG,"Yip et al., 2010",Prevalence and Genotype Distribution of Cervical Human Papillomavirus Infection in Macao,cross-sectional ,2008,Asia ,Eastern Asia,China ,Macao,Both ,Predominantly normal ,LBC,screening,"overall, HR-HPV, 16, 18",PGMY09/11,400,51,41,18,2.9998,0.0074995,"Figure 1 for overall and HR-HPV+, 16, 18 type by age group extracted with plotdigitizer"
85OHG,"Zhu et al., 2021","Prevalence and genotype distribution of human papillomavirus infection in Huzhou City, eastern China, 2018–2019",retrospective,2019,Asia ,Eastern Asia,China ,Huzhou,Both,Predominantly normal ,LBC,clinical setting ,"overall, HR-HPV, 16, 52, 53, 58, 81",cobas,745,175,155,16,26.06,0.034979866,"Figure 2C for type 16, 52, 53, 58, 81, by age group with plotdigitizer"
85OHG,"Zhu et al., 2021","Prevalence and genotype distribution of human papillomavirus infection in Huzhou City, eastern China, 2018–2019",retrospective,2019,Asia ,Eastern Asia,China ,Huzhou,Both,Predominantly normal ,LBC,clinical setting ,"overall, HR-HPV, 16, 52, 53, 58, 81",cobas,745,175,155,52,36.035,0.048369128,"Figure 2C for type 16, 52, 53, 58, 81, by age group with plotdigitizer"
85OHG,"Zhu et al., 2021","Prevalence and genotype distribution of human papillomavirus infection in Huzhou City, eastern China, 2018–2019",retrospective,2019,Asia ,Eastern Asia,China ,Huzhou,Both,Predominantly normal ,LBC,clinical setting ,"overall, HR-HPV, 16, 52, 53, 58, 81",cobas,745,175,155,53,17.902,0.02402953,"Figure 2C for type 16, 52, 53, 58, 81, by age group with plotdigitizer"
85OHG,"Zhu et al., 2021","Prevalence and genotype distribution of human papillomavirus infection in Huzhou City, eastern China, 2018–2019",retrospective,2019,Asia ,Eastern Asia,China ,Huzhou,Both,Predominantly normal ,LBC,clinical setting ,"overall, HR-HPV, 16, 52, 53, 58, 81",cobas,745,175,155,58,24.13,0.032389262,"Figure 2C for type 16, 52, 53, 58, 81, by age group with plotdigitizer"
85OHG,"Zhu et al., 2021","Prevalence and genotype distribution of human papillomavirus infection in Huzhou City, eastern China, 2018–2019",retrospective,2019,Asia ,Eastern Asia,China ,Huzhou,Both,Predominantly normal ,LBC,clinical setting ,"overall, HR-HPV, 16, 52, 53, 58, 81",cobas,745,175,155,81,22.052,0.0296,"Figure 2C for type 16, 52, 53, 58, 81, by age group with plotdigitizer"
21HG,"Preisler et al., 2013","Prevalence of Human Papillomavirus in 5,072
Consecutive Cervical SurePath Samples Evaluated with
the Roche Cobas HPV Real-Time PCR Assay",cross-sectional ,2011,Europe,Northern Europe,Denmark,Copenhagen,Both ,Predominantly normal ,LBC,screening,"HR-HPV, 16, 18",multiple,785,NA,77,16,17,0.021656051,"used the cobas results, and data from Fig 1 and Table 1"
21HG,"Preisler et al., 2013","Prevalence of Human Papillomavirus in 5,072
Consecutive Cervical SurePath Samples Evaluated with
the Roche Cobas HPV Real-Time PCR Assay",cross-sectional ,2011,Europe,Northern Europe,Denmark,Copenhagen,Both ,Predominantly normal ,LBC,screening,"HR-HPV, 16, 18",multiple,785,NA,77,18,5,0.006369427,"used the cobas results, and data from Fig 1 and Table 1"
23HG,"Du et al., 2021",The prevalence of HR-HPV infection based on self-sampling among women in China exhibited some unique epidemiologic features,cross-sectional ,2018,Asia ,Eastern Asia,China ,NA,Both ,Predominantly normal ,NA,screening,"16, 18, 31, 33, 35, 39,45, 51, 52, 56, 58, 59, 66, 68",multiple,640,NA,NA,16,102,0.159375,overall type specific from Table S3
23HG,"Du et al., 2021",The prevalence of HR-HPV infection based on self-sampling among women in China exhibited some unique epidemiologic features,cross-sectional ,2018,Asia ,Eastern Asia,China ,NA,Both ,Predominantly normal ,NA,screening,"16, 18, 31, 33, 35, 39,45, 51, 52, 56, 58, 59, 66, 68",multiple,640,NA,NA,18,67,0.1046875,overall type specific from Table S3
23HG,"Du et al., 2021",The prevalence of HR-HPV infection based on self-sampling among women in China exhibited some unique epidemiologic features,cross-sectional ,2018,Asia ,Eastern Asia,China ,NA,Both ,Predominantly normal ,NA,screening,"16, 18, 31, 33, 35, 39,45, 51, 52, 56, 58, 59, 66, 68",multiple,640,NA,NA,31,50,0.078125,overall type specific from Table S3
23HG,"Du et al., 2021",The prevalence of HR-HPV infection based on self-sampling among women in China exhibited some unique epidemiologic features,cross-sectional ,2018,Asia ,Eastern Asia,China ,NA,Both ,Predominantly normal ,NA,screening,"16, 18, 31, 33, 35, 39,45, 51, 52, 56, 58, 59, 66, 68",multiple,640,NA,NA,33,57,0.0890625,overall type specific from Table S3
23HG,"Du et al., 2021",The prevalence of HR-HPV infection based on self-sampling among women in China exhibited some unique epidemiologic features,cross-sectional ,2018,Asia ,Eastern Asia,China ,NA,Both ,Predominantly normal ,NA,screening,"16, 18, 31, 33, 35, 39,45, 51, 52, 56, 58, 59, 66, 68",multiple,640,NA,NA,35,36,0.05625,overall type specific from Table S3
23HG,"Du et al., 2021",The prevalence of HR-HPV infection based on self-sampling among women in China exhibited some unique epidemiologic features,cross-sectional ,2018,Asia ,Eastern Asia,China ,NA,Both ,Predominantly normal ,NA,screening,"16, 18, 31, 33, 35, 39,45, 51, 52, 56, 58, 59, 66, 68",multiple,640,NA,NA,39,67,0.1046875,overall type specific from Table S3
23HG,"Du et al., 2021",The prevalence of HR-HPV infection based on self-sampling among women in China exhibited some unique epidemiologic features,cross-sectional ,2018,Asia ,Eastern Asia,China ,NA,Both ,Predominantly normal ,NA,screening,"16, 18, 31, 33, 35, 39,45, 51, 52, 56, 58, 59, 66, 68",multiple,640,NA,NA,45,38,0.059375,overall type specific from Table S3
23HG,"Du et al., 2021",The prevalence of HR-HPV infection based on self-sampling among women in China exhibited some unique epidemiologic features,cross-sectional ,2018,Asia ,Eastern Asia,China ,NA,Both ,Predominantly normal ,NA,screening,"16, 18, 31, 33, 35, 39,45, 51, 52, 56, 58, 59, 66, 68",multiple,640,NA,NA,51,56,0.0875,overall type specific from Table S3
23HG,"Du et al., 2021",The prevalence of HR-HPV infection based on self-sampling among women in China exhibited some unique epidemiologic features,cross-sectional ,2018,Asia ,Eastern Asia,China ,NA,Both ,Predominantly normal ,NA,screening,"16, 18, 31, 33, 35, 39,45, 51, 52, 56, 58, 59, 66, 68",multiple,640,NA,NA,52,147,0.2296875,overall type specific from Table S3
23HG,"Du et al., 2021",The prevalence of HR-HPV infection based on self-sampling among women in China exhibited some unique epidemiologic features,cross-sectional ,2018,Asia ,Eastern Asia,China ,NA,Both ,Predominantly normal ,NA,screening,"16, 18, 31, 33, 35, 39,45, 51, 52, 56, 58, 59, 66, 68",multiple,640,NA,NA,56,41,0.0640625,overall type specific from Table S3
23HG,"Du et al., 2021",The prevalence of HR-HPV infection based on self-sampling among women in China exhibited some unique epidemiologic features,cross-sectional ,2018,Asia ,Eastern Asia,China ,NA,Both ,Predominantly normal ,NA,screening,"16, 18, 31, 33, 35, 39,45, 51, 52, 56, 58, 59, 66, 68",multiple,640,NA,NA,58,108,0.16875,overall type specific from Table S3
23HG,"Du et al., 2021",The prevalence of HR-HPV infection based on self-sampling among women in China exhibited some unique epidemiologic features,cross-sectional ,2018,Asia ,Eastern Asia,China ,NA,Both ,Predominantly normal ,NA,screening,"16, 18, 31, 33, 35, 39,45, 51, 52, 56, 58, 59, 66, 68",multiple,640,NA,NA,59,22,0.034375,overall type specific from Table S3
23HG,"Du et al., 2021",The prevalence of HR-HPV infection based on self-sampling among women in China exhibited some unique epidemiologic features,cross-sectional ,2018,Asia ,Eastern Asia,China ,NA,Both ,Predominantly normal ,NA,screening,"16, 18, 31, 33, 35, 39,45, 51, 52, 56, 58, 59, 66, 68",multiple,640,NA,NA,66,27,0.0421875,overall type specific from Table S3
23HG,"Du et al., 2021",The prevalence of HR-HPV infection based on self-sampling among women in China exhibited some unique epidemiologic features,cross-sectional ,2018,Asia ,Eastern Asia,China ,NA,Both ,Predominantly normal ,NA,screening,"16, 18, 31, 33, 35, 39,45, 51, 52, 56, 58, 59, 66, 68",multiple,640,NA,NA,68,42,0.065625,overall type specific from Table S3
41HGP,"Gultekin et al., 2018","Initial results of population based cervical cancer screening
program using HPV testing in one million Turkish women",cross-sectional ,2016,Asia,Western Asia,Turkiye,NA,Both,Predominantly normal ,Conventional,screening,"HR-HPV, 16/18",HC2,NA,NA,NA,16/18,NA,0.0009,% prevalence of overall HPV by age group reported in Figure 3 however the N for each age group was not provided
46HGP,"Jiang et al., 2013","The prevalence of human papillomavirus and its
impact on cervical dysplasia in Northern Canada",cross-sectional ,2010,Americas,North America,Canada,Northwest Territories,Both,Predominantly normal ,LBC,screening,"HR-HPV, 16/18",PGMY09/11 and GP5+/GP6+,NA,NA,NA,16/18,NA,0.01594,figure 2 using plot digitizer
26OGP,"Borena et al., 2016","Pre-vaccine era cervical human
papillomavirus infection among screening
population of women in west Austria",cross-sectional ,2015,Europe,Western Europe,Austria,Tyrol,Both ,Predominantly normal ,LBC,clinical setting ,"Overall, 16, 18",other PCR,NA,NA,NA,16,NA,0.0325," Figure 2 gives the prevalence by age group, however it is difficult to determine the # of infected subjects because there is no breakdown of the # of subjects by age group. % prevlence on the Y axis?"
26OGP,"Borena et al., 2016","Pre-vaccine era cervical human
papillomavirus infection among screening
population of women in west Austria",cross-sectional ,2015,Europe,Western Europe,Austria,Tyrol,Both ,Predominantly normal ,LBC,clinical setting ,"Overall, 16, 18",other PCR,NA,NA,NA,18,NA,0.008," Figure 2 gives the prevalence by age group, however it is difficult to determine the # of infected subjects because there is no breakdown of the # of subjects by age group. % prevlence on the Y axis?"
42HGP,"Hatzipanagiotou et al., 2018","Human papillomaviruses in Western Africa: prevalences and risk
factors in Burkina Faso",cross-sectional ,2014,Africa,Western Africa,Burkina Faso,Ouagadougou,Both,Predominantly normal ,VIA,screening,"HR-HPV, 16/18",GP5+/GP6+,NA,NA,NA,16/18,NA,0.0727,"Figure 1, data for 51+ extracted with plot digitizer"
70HGP,"Lu et al., 2015","Distribution of High-Risk Human Papillomavirus Genotypes in HPV-Infected Women in Beijing, China",retrospective,2013,Asia,Eastern Asia,China,Beijing,Both,Predominantly normal ,NA,clinical setting ,"HR-HPV, 16",GP5+/GP6+,NA,NA,155,16,7,0.0705,Data from Table 1
